ID,Gender,Age,Customer Type,Cabin Type,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Entertainment,Baggage Handling,Satisfaction,Distance Group,EntertainmentRating,FoodRating,Recommended,ServiceRating,ValueRating
87630,Female,48,First-time,Business,606,0,0,4,4,3,4,5,5,1,3,4,4,5,4,5,Satisfied,short distance,5,5,yes,5,4
87631,Female,42,Returning,Business,2709,0,0,1,1,4,5,1,1,4,2,3,4,1,1,1,Satisfied,long distance,0,3,no,1,3
87632,Male,52,First-time,Business,606,0,0,2,2,3,2,3,3,1,2,1,1,4,1,4,Satisfied,short distance,1,2,yes,5,5
87633,Male,25,First-time,Business,606,1,0,0,0,5,0,1,4,1,3,1,1,4,1,4,Satisfied,short distance,2,5,yes,5,5
87634,Female,45,Returning,Business,1760,0,0,4,2,5,4,4,5,4,5,5,5,5,5,5,Satisfied,long distance,0,3,yes,5,4
87635,Male,37,Returning,Business,3856,0,0,2,2,5,4,2,4,4,4,5,2,4,4,4,Satisfied,long distance,0,2,no,4,4
87638,Female,47,Returning,Business,591,0,0,3,4,3,5,3,4,5,4,3,3,4,4,4,Satisfied,short distance,0,0,no,0,1
87639,Male,22,First-time,Economy,606,0,0,0,4,3,4,5,3,5,5,5,5,4,5,5,Neutral or Dissatisfied,short distance,4,4,yes,5,5
87640,Male,51,Returning,Business,1550,0,0,4,4,4,4,4,2,4,2,5,3,2,2,2,Satisfied,moderate distance,0,0,no,1,1
87641,Male,36,Returning,Economy,606,0,0,3,3,3,2,3,2,2,3,2,2,3,2,4,Neutral or Dissatisfied,short distance,2,2,no,3,1
87643,Male,44,Returning,Business,606,0,1,3,3,5,4,3,4,5,4,4,4,4,4,4,Satisfied,short distance,1,1,no,2,2
87644,Male,43,Returning,Business,2815,0,7,2,2,5,5,2,4,4,4,4,3,4,4,4,Satisfied,long distance,0,3,yes,3,3
87646,Male,57,Returning,Business,606,0,0,5,5,4,4,5,1,4,1,3,3,1,1,1,Neutral or Dissatisfied,short distance,4,4,yes,5,4
87647,Female,55,Returning,Business,3879,0,0,3,3,5,4,3,4,5,4,4,3,4,4,4,Satisfied,long distance,5,4,yes,5,4
87648,Male,44,Returning,Business,591,0,0,4,4,5,5,4,5,4,5,4,2,5,5,5,Satisfied,short distance,3,1,no,3,3
87650,Female,47,Returning,Business,606,2,8,1,1,4,4,1,4,5,4,5,2,4,4,4,Satisfied,short distance,4,1,yes,1,1
87651,Male,29,First-time,Business,591,0,2,0,0,3,0,2,3,3,5,3,3,4,3,5,Satisfied,short distance,1,2,no,3,4
87652,Male,41,Returning,Business,606,0,0,3,3,3,5,3,4,5,4,5,2,4,4,4,Satisfied,short distance,3,3,no,1,4
87653,Male,38,First-time,Business,606,0,0,3,3,3,3,3,4,3,4,3,3,5,3,4,Neutral or Dissatisfied,short distance,1,3,no,2,1
87655,Female,59,Returning,Business,591,1,5,5,5,3,4,5,3,5,3,4,3,3,3,3,Satisfied,short distance,3,5,yes,4,4
87656,Male,8,Returning,Business,606,4,0,2,2,2,2,2,4,2,2,2,2,2,2,2,Neutral or Dissatisfied,short distance,5,5,yes,5,4
87657,Male,41,First-time,Business,591,0,0,3,3,5,3,3,3,3,2,1,1,5,1,4,Neutral or Dissatisfied,short distance,3,4,yes,4,4
87658,Female,28,Returning,Business,606,0,0,3,3,4,4,3,5,4,5,4,4,4,4,5,Satisfied,short distance,5,5,yes,5,5
87659,Male,62,Returning,Business,1531,0,0,2,5,1,4,2,2,4,2,4,2,2,2,2,Neutral or Dissatisfied,moderate distance,3,1,no,1,1
87662,Female,56,Returning,Business,1533,0,0,3,3,1,4,3,3,3,3,2,3,3,3,3,Neutral or Dissatisfied,moderate distance,0,0,no,4,3
87663,Male,44,Returning,Business,606,0,0,4,2,3,5,2,4,4,5,5,5,4,4,4,Satisfied,short distance,0,0,no,3,1
87664,Female,17,First-time,Business,591,0,0,0,4,5,4,5,3,2,4,2,2,5,2,5,Satisfied,short distance,0,0,yes,5,5
87666,Female,37,First-time,Business,591,3,0,1,1,5,1,4,3,3,4,3,3,5,3,4,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87670,Female,38,Returning,Business,3445,0,0,1,1,1,2,1,2,2,2,2,1,2,2,2,Neutral or Dissatisfied,long distance,5,4,yes,4,5
87671,Female,49,Returning,Business,3670,9,0,3,3,1,3,3,1,4,1,4,3,1,1,1,Neutral or Dissatisfied,long distance,1,2,yes,4,4
87675,Male,22,First-time,Economy,591,3,0,5,2,4,2,4,4,4,5,3,3,5,3,5,Neutral or Dissatisfied,short distance,0,5,yes,5,5
87676,Male,47,Returning,Economy,591,0,0,1,1,3,4,1,4,4,4,4,4,3,4,2,Neutral or Dissatisfied,short distance,4,2,yes,4,4
87679,Female,80,First-time,Business,206,8,9,0,0,3,3,4,1,4,1,2,2,1,1,1,Neutral or Dissatisfied,short distance,5,5,yes,5,4
87680,Female,41,Returning,Business,2292,0,4,2,2,3,1,2,2,1,2,1,3,2,2,2,Neutral or Dissatisfied,long distance,0,0,no,1,1
87682,Male,24,First-time,Economy,206,6,3,4,5,4,5,1,2,4,3,2,2,2,2,1,Satisfied,short distance,0,1,no,1,1
87687,Male,38,Returning,Economy,591,0,0,3,1,4,1,5,3,4,5,3,3,5,3,4,Neutral or Dissatisfied,short distance,4,4,yes,2,3
87688,Female,57,Returning,Economy,606,9,0,1,3,4,4,4,5,4,3,2,4,5,5,3,Neutral or Dissatisfied,short distance,0,0,yes,5,3
87689,Male,49,Returning,Economy,606,0,0,5,2,4,2,4,4,4,1,4,4,1,4,2,Neutral or Dissatisfied,short distance,3,2,yes,3,3
87698,Male,34,Returning,Economy,591,0,1,2,2,3,2,2,2,4,4,4,4,3,4,3,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87699,Male,21,Returning,Economy,606,9,5,5,1,5,1,2,4,4,2,4,4,5,4,4,Neutral or Dissatisfied,short distance,0,5,no,5,2
87701,Male,64,Returning,Economy,591,0,0,4,2,4,2,5,4,5,5,2,2,5,2,4,Neutral or Dissatisfied,short distance,1,1,no,2,2
87702,Male,37,Returning,Economy,606,0,0,4,4,1,4,4,1,3,3,3,3,4,3,4,Satisfied,short distance,0,1,no,1,1
87704,Male,8,Returning,Economy,606,0,0,4,4,3,4,3,1,2,5,2,2,4,2,3,Neutral or Dissatisfied,short distance,1,0,no,1,1
87705,Male,25,Returning,Economy,591,0,0,5,1,3,1,3,4,2,5,2,2,5,2,5,Neutral or Dissatisfied,short distance,0,1,no,2,2
87707,Male,57,Returning,Economy,606,4,3,5,5,5,5,2,5,3,4,3,3,4,3,5,Satisfied,short distance,2,3,yes,5,4
87711,Male,39,Returning,Economy,591,0,5,1,0,2,0,3,4,5,2,5,5,2,5,3,Neutral or Dissatisfied,short distance,1,1,no,2,2
87712,Male,59,Returning,Economy,606,0,0,4,3,3,3,1,3,1,3,1,1,5,1,4,Neutral or Dissatisfied,short distance,1,1,no,3,1
87714,Male,67,Returning,Economy,606,0,0,5,2,4,2,2,5,5,2,5,5,4,5,4,Neutral or Dissatisfied,short distance,1,2,no,1,1
87716,Female,23,First-time,Economy,591,0,0,1,0,4,0,1,5,1,4,1,1,5,1,5,Satisfied,short distance,3,3,no,3,1
87717,Male,41,Returning,Business,1523,0,0,1,1,3,4,1,5,4,5,3,3,5,5,5,Satisfied,moderate distance,4,4,no,4,1
87718,Male,26,First-time,Business,606,0,0,2,2,4,2,1,3,2,5,2,2,5,2,4,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87720,Female,36,Returning,Economy Plus,606,0,4,3,3,2,2,3,2,2,1,2,2,3,2,2,Neutral or Dissatisfied,short distance,2,3,yes,4,4
87721,Male,28,Returning,Economy Plus,606,0,0,4,4,1,2,4,3,2,3,2,2,4,2,3,Neutral or Dissatisfied,short distance,0,0,no,1,1
87722,Male,25,Returning,Business,591,1,0,1,1,4,4,1,4,5,2,5,5,5,5,5,Satisfied,short distance,0,0,yes,4,5
87724,Female,61,Returning,Economy Plus,606,0,2,5,3,5,4,2,1,4,3,3,3,1,1,2,Neutral or Dissatisfied,short distance,0,1,no,5,2
87725,Male,14,Returning,Economy Plus,591,3,6,5,3,3,3,4,3,5,3,3,3,4,3,5,Neutral or Dissatisfied,short distance,0,0,no,3,2
87726,Female,68,Returning,Economy Plus,591,0,0,3,4,2,4,4,3,3,4,3,4,3,3,3,Neutral or Dissatisfied,short distance,0,0,no,1,1
87727,Male,61,Returning,Economy Plus,606,0,2,5,2,3,2,3,3,4,5,4,4,4,4,5,Neutral or Dissatisfied,short distance,3,5,yes,5,4
87729,Female,55,Returning,Economy Plus,591,0,0,4,2,4,5,2,3,4,2,4,2,3,3,4,Neutral or Dissatisfied,short distance,3,2,no,2,2
87730,Male,10,Returning,Business,4502,6,2,2,5,3,3,4,3,3,4,3,5,3,2,4,Neutral or Dissatisfied,long distance,0,0,no,0,1
87732,Male,61,Returning,Economy,4502,0,0,3,3,2,2,3,1,2,3,2,2,3,1,2,Neutral or Dissatisfied,long distance,0,0,no,1,0
87734,Female,56,Returning,Business,4502,0,0,3,5,5,5,3,3,5,5,5,5,3,3,4,Satisfied,long distance,2,4,yes,4,3
87736,Male,42,Returning,Economy,3002,0,0,5,5,3,3,5,4,3,3,3,3,1,2,4,Neutral or Dissatisfied,long distance,0,2,no,0,1
87738,Male,42,Returning,Business,4502,4,4,5,5,2,2,5,4,2,4,2,2,5,4,5,Satisfied,long distance,5,5,yes,5,4
87739,Female,55,Returning,Business,3055,2,0,5,0,5,4,2,4,5,4,5,2,4,4,4,Satisfied,long distance,5,4,yes,4,4
87742,Male,58,Returning,Business,214,2,6,5,5,2,4,5,2,3,2,2,5,2,2,3,Neutral or Dissatisfied,short distance,0,1,no,3,1
87743,Female,22,First-time,Business,214,0,7,0,4,4,4,1,4,2,4,2,2,4,2,5,Satisfied,short distance,0,0,no,1,1
87745,Male,39,Returning,Business,3313,0,0,5,5,2,3,5,3,3,2,4,3,3,3,2,Neutral or Dissatisfied,long distance,1,1,no,1,1
87746,Female,15,Returning,Business,214,0,0,4,3,5,3,4,4,5,2,5,5,5,5,5,Neutral or Dissatisfied,short distance,4,3,yes,4,4
87747,Female,38,First-time,Business,143,0,0,4,4,4,4,4,5,4,4,4,4,5,4,4,Satisfied,short distance,2,1,no,1,1
87748,Male,37,Returning,Business,3643,0,0,1,1,5,5,1,4,5,5,4,4,4,4,4,Satisfied,long distance,1,1,no,2,1
87750,Male,50,First-time,Business,214,0,0,4,4,4,4,4,4,3,2,3,3,5,3,4,Neutral or Dissatisfied,short distance,5,4,yes,5,4
87753,Female,54,Returning,Business,3867,0,0,3,3,3,5,3,4,4,4,4,2,4,4,5,Satisfied,long distance,3,4,yes,5,5
87754,Female,35,Returning,Business,3127,4,0,2,2,4,5,2,4,5,4,4,3,4,4,4,Satisfied,long distance,1,1,no,1,2
87755,Male,38,First-time,Business,214,6,4,3,3,5,3,1,4,4,2,5,5,5,5,5,Neutral or Dissatisfied,short distance,0,0,yes,5,4
87756,Female,61,Returning,Business,2897,0,0,4,4,4,4,4,4,4,4,5,2,4,4,5,Satisfied,long distance,4,3,yes,4,3
87757,Male,21,First-time,Economy,214,2,8,0,4,5,4,2,4,5,3,5,5,4,5,5,Satisfied,short distance,3,3,yes,3,4
87758,Female,35,Returning,Business,214,0,0,3,3,3,5,3,4,5,4,5,3,4,4,5,Satisfied,short distance,4,4,yes,5,5
87759,Female,33,Returning,Business,214,1,0,5,5,3,4,5,5,5,5,4,4,5,5,5,Satisfied,short distance,5,5,yes,5,5
87760,Female,40,Returning,Business,1798,6,0,4,1,5,4,4,5,4,5,5,5,5,5,4,Satisfied,long distance,3,5,no,5,2
87761,Male,61,First-time,Business,214,0,0,4,4,4,4,3,3,5,2,5,5,5,5,4,Neutral or Dissatisfied,short distance,0,0,no,1,1
87762,Female,51,Returning,Business,214,0,0,2,4,4,4,2,5,4,5,4,2,5,5,5,Satisfied,short distance,1,1,no,1,1
87763,Female,45,Returning,Business,214,0,0,5,5,5,4,5,4,5,4,3,3,4,4,5,Satisfied,short distance,0,0,no,3,1
87764,Male,46,Returning,Business,214,0,10,2,2,4,5,2,5,4,5,5,3,5,5,4,Satisfied,short distance,0,0,no,0,1
87766,Female,24,First-time,Business,214,0,0,0,5,4,5,4,5,3,2,3,3,4,3,4,Satisfied,short distance,3,3,no,3,1
87767,Male,50,Returning,Business,3524,2,0,3,3,5,4,3,5,5,5,3,2,5,5,5,Satisfied,long distance,2,1,no,3,1
87768,Male,49,First-time,Business,214,0,0,3,3,3,3,4,4,4,4,4,4,5,4,5,Satisfied,short distance,4,3,yes,5,5
87769,Male,57,Returning,Business,3632,0,0,1,1,3,4,1,4,4,5,4,4,4,4,4,Satisfied,long distance,5,5,yes,5,5
87770,Female,32,Returning,Business,2397,0,0,4,4,3,4,4,4,5,4,4,4,4,4,4,Satisfied,long distance,0,1,no,3,1
87773,Male,39,Returning,Business,3045,0,0,2,2,4,5,2,5,5,5,4,4,5,5,5,Satisfied,long distance,3,4,yes,4,5
87774,Female,54,Returning,Business,2838,0,0,2,2,4,5,2,5,5,5,5,3,5,5,5,Satisfied,long distance,1,1,no,2,3
87775,Male,58,Returning,Business,214,0,0,5,0,3,4,4,4,4,4,5,2,4,4,4,Satisfied,short distance,5,4,yes,5,5
87776,Male,39,Returning,Business,143,0,0,4,2,4,5,4,4,4,4,3,3,4,4,5,Satisfied,short distance,5,5,yes,5,5
87778,Male,28,Returning,Business,2986,0,0,5,5,2,3,5,2,1,4,3,3,3,3,4,Neutral or Dissatisfied,long distance,5,5,yes,5,4
87779,Female,60,Returning,Business,214,0,0,4,4,3,3,4,3,3,3,3,2,3,3,1,Neutral or Dissatisfied,short distance,3,1,no,1,2
87780,Male,45,Returning,Business,2101,0,0,4,4,3,5,4,4,4,4,5,3,4,4,5,Satisfied,long distance,0,3,yes,5,5
87781,Female,47,Returning,Business,3257,0,0,4,4,5,4,4,5,4,5,4,4,5,5,5,Satisfied,long distance,0,0,no,1,1
87783,Male,41,Returning,Business,214,0,0,1,5,5,4,1,4,4,4,4,4,4,4,5,Satisfied,short distance,0,0,no,2,2
87784,Male,59,Returning,Business,214,9,0,4,2,3,5,4,3,5,4,5,3,3,3,4,Satisfied,short distance,0,2,no,3,3
87785,Male,53,Returning,Business,214,0,0,5,0,3,4,2,5,5,5,3,5,5,5,5,Satisfied,short distance,2,1,no,1,2
87786,Female,24,First-time,Business,214,10,0,5,5,4,5,1,5,4,3,4,4,4,4,5,Satisfied,short distance,4,4,yes,5,5
87787,Male,20,First-time,Business,214,0,0,1,2,4,2,2,4,3,1,4,4,3,4,2,Neutral or Dissatisfied,short distance,0,5,yes,5,2
87789,Female,38,First-time,Economy,214,4,6,4,2,3,2,4,3,2,2,2,2,4,2,4,Neutral or Dissatisfied,short distance,0,0,no,0,1
87790,Male,21,First-time,Business,214,0,0,3,1,4,1,4,2,1,5,1,1,3,1,3,Neutral or Dissatisfied,short distance,2,4,yes,5,5
87793,Female,48,Returning,Business,3740,0,9,2,5,5,4,2,5,5,5,4,2,5,5,4,Satisfied,long distance,0,5,yes,5,5
87794,Male,51,Returning,Business,214,5,0,1,1,5,5,1,4,4,4,5,2,4,4,5,Satisfied,short distance,0,3,yes,4,3
87796,Female,42,Returning,Business,1622,0,2,1,1,5,4,1,4,4,4,3,3,4,4,4,Satisfied,moderate distance,0,2,no,2,2
87797,Female,33,Returning,Business,214,0,0,3,3,5,5,3,4,4,4,4,3,4,4,4,Satisfied,short distance,3,4,yes,5,5
87798,Female,33,First-time,Economy,214,0,0,4,1,3,1,3,1,5,4,5,5,4,5,3,Neutral or Dissatisfied,short distance,0,0,no,0,5
87799,Female,44,Returning,Business,2665,2,0,5,5,5,4,5,5,5,5,4,2,5,5,4,Satisfied,long distance,4,5,no,4,2
87800,Female,54,First-time,Economy,214,0,0,3,1,3,1,4,2,1,3,5,5,4,5,4,Neutral or Dissatisfied,short distance,0,0,no,1,1
87801,Female,26,First-time,Business,214,0,0,0,4,3,4,3,4,5,5,5,5,5,5,5,Neutral or Dissatisfied,short distance,0,0,no,1,2
87802,Female,36,Returning,Economy,214,0,0,1,1,1,1,1,1,1,5,1,1,3,1,4,Neutral or Dissatisfied,short distance,0,4,no,4,3
87803,Male,57,First-time,Business,214,0,0,1,1,4,1,2,4,3,1,3,3,3,3,3,Neutral or Dissatisfied,short distance,0,4,yes,5,5
87804,Male,57,Returning,Business,1851,0,0,2,2,5,5,2,5,4,5,4,5,5,5,5,Satisfied,long distance,0,0,yes,5,5
87805,Male,58,Returning,Business,3952,0,0,5,5,4,5,5,4,4,4,5,4,4,4,4,Satisfied,long distance,5,3,yes,5,4
87806,Male,42,Returning,Business,2256,9,5,1,1,4,4,1,5,4,5,4,5,5,5,4,Satisfied,long distance,0,1,no,1,1
87808,Male,51,Returning,Business,1895,0,0,4,4,3,3,4,3,3,3,1,1,3,3,1,Neutral or Dissatisfied,long distance,4,5,yes,4,4
87810,Female,62,Returning,Economy,214,0,0,2,2,3,4,2,3,3,3,1,4,3,3,3,Neutral or Dissatisfied,short distance,2,2,no,3,3
87811,Female,52,Returning,Business,214,4,0,2,2,3,3,2,2,3,2,4,4,2,2,3,Neutral or Dissatisfied,short distance,0,2,no,3,3
87812,Male,53,Returning,Business,214,0,0,4,4,5,5,4,5,4,5,3,3,5,5,4,Satisfied,short distance,2,4,yes,4,4
87813,Male,58,Returning,Business,214,9,1,2,2,5,4,2,5,5,5,4,3,5,5,4,Satisfied,short distance,1,1,no,1,1
87814,Female,26,First-time,Business,214,0,0,0,3,3,3,4,5,2,2,2,2,4,2,4,Neutral or Dissatisfied,short distance,2,3,yes,4,4
87815,Male,54,Returning,Business,2144,0,0,4,4,5,4,4,5,5,5,5,4,5,5,4,Satisfied,long distance,5,5,yes,5,3
87816,Female,54,Returning,Business,214,0,0,4,4,5,5,4,5,5,5,4,5,5,5,4,Satisfied,short distance,5,4,yes,5,5
87818,Female,27,First-time,Business,143,0,0,3,3,3,3,4,5,1,2,1,1,4,1,5,Neutral or Dissatisfied,short distance,4,2,yes,5,4
87819,Male,45,Returning,Business,2811,1,0,2,4,3,4,4,4,5,4,4,3,4,4,4,Satisfied,long distance,1,4,no,1,1
87820,Male,47,Returning,Business,214,0,0,2,4,1,3,2,1,3,2,2,5,1,1,2,Neutral or Dissatisfied,short distance,0,0,yes,4,5
87821,Female,16,First-time,Economy,214,9,9,2,1,1,1,3,3,2,2,2,2,3,2,4,Neutral or Dissatisfied,short distance,0,5,yes,5,5
87822,Female,45,Returning,Business,1600,0,0,2,2,2,4,2,3,4,3,4,4,3,3,3,Neutral or Dissatisfied,moderate distance,0,3,no,3,1
87823,Male,39,First-time,Business,214,5,0,5,5,1,5,5,5,1,1,1,1,3,1,5,Satisfied,short distance,0,0,no,1,1
87824,Female,44,Returning,Economy,214,6,0,3,3,5,5,3,4,1,4,3,4,4,4,4,Satisfied,short distance,0,2,no,2,1
87827,Male,38,First-time,Business,214,0,0,1,1,3,1,1,1,3,4,4,4,5,4,2,Neutral or Dissatisfied,short distance,2,2,no,3,2
87828,Male,49,Returning,Economy,214,1,0,4,4,3,5,4,4,5,2,5,5,2,5,4,Satisfied,short distance,1,1,no,2,1
87829,Female,27,First-time,Economy,214,0,0,5,3,1,3,3,1,4,1,4,4,5,4,5,Neutral or Dissatisfied,short distance,2,0,no,5,1
87830,Female,36,Returning,Economy,143,2,0,3,3,3,4,3,3,4,1,4,4,2,4,5,Satisfied,short distance,2,3,yes,4,4
87831,Male,21,Returning,Economy,214,4,0,4,2,5,2,4,3,1,1,4,4,4,4,2,Neutral or Dissatisfied,short distance,3,4,yes,5,4
87832,Male,67,Returning,Economy,214,0,0,0,4,1,4,5,1,5,5,5,5,1,5,4,Satisfied,short distance,1,1,yes,4,3
87833,Female,69,Returning,Economy,214,0,0,0,1,5,5,1,4,4,1,4,3,4,4,4,Neutral or Dissatisfied,short distance,0,0,no,1,0
87834,Female,31,Returning,Economy,214,2,0,4,1,4,1,4,1,4,5,4,4,3,4,3,Neutral or Dissatisfied,short distance,3,5,yes,5,5
87835,Female,49,Returning,Economy,214,0,0,4,0,2,1,3,5,5,0,3,3,5,5,3,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87837,Male,68,Returning,Economy,214,1,0,0,3,1,3,4,3,3,5,4,4,4,4,3,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87838,Female,45,Returning,Economy,214,0,0,0,0,3,4,4,4,4,0,3,3,4,4,5,Neutral or Dissatisfied,short distance,0,3,yes,5,1
87840,Male,8,Returning,Economy,214,0,7,4,2,1,2,4,4,5,3,5,5,1,5,3,Neutral or Dissatisfied,short distance,0,0,yes,4,3
87841,Male,33,Returning,Economy,214,0,2,4,2,4,2,1,5,5,2,1,1,4,1,4,Neutral or Dissatisfied,short distance,1,2,no,2,1
87843,Female,20,Returning,Economy,214,0,0,4,4,4,4,3,4,1,1,1,1,3,1,3,Neutral or Dissatisfied,short distance,3,1,no,3,1
87844,Female,47,Returning,Economy,214,0,0,0,3,2,2,3,5,2,3,3,5,5,5,2,Neutral or Dissatisfied,short distance,4,5,yes,5,5
87845,Male,51,Returning,Economy,214,0,0,2,3,3,3,4,4,4,4,4,4,3,4,4,Neutral or Dissatisfied,short distance,0,4,yes,5,4
87846,Male,61,Returning,Economy,214,0,0,3,1,3,1,4,5,4,4,4,4,4,4,3,Neutral or Dissatisfied,short distance,0,3,yes,4,5
87848,Female,48,Returning,Economy,143,0,0,3,3,1,1,2,3,3,3,3,1,3,3,3,Neutral or Dissatisfied,short distance,1,3,no,1,1
87849,Male,23,Returning,Economy,214,0,0,0,2,5,2,2,5,4,4,4,4,3,4,5,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87850,Male,53,Returning,Economy,214,3,0,4,2,4,2,3,3,1,5,1,1,5,1,5,Neutral or Dissatisfied,short distance,5,5,yes,5,5
87851,Female,14,Returning,Economy,214,0,0,1,2,4,2,4,3,3,2,3,3,1,3,5,Neutral or Dissatisfied,short distance,5,5,yes,5,4
87854,Male,60,First-time,Economy,214,0,0,4,0,4,0,4,3,1,5,1,1,3,1,3,Neutral or Dissatisfied,short distance,0,0,no,2,2
87855,Female,51,Returning,Economy,214,0,3,0,3,1,4,2,1,5,3,3,4,1,1,1,Neutral or Dissatisfied,short distance,0,0,yes,4,5
87857,Female,61,Returning,Economy,214,0,0,0,3,4,5,5,4,4,3,5,3,4,4,4,Neutral or Dissatisfied,short distance,0,3,yes,4,5
87858,Female,9,Returning,Economy,214,0,0,3,0,2,0,3,4,1,4,1,1,4,1,3,Neutral or Dissatisfied,short distance,5,3,yes,4,4
87859,Male,14,Returning,Economy,214,0,0,1,3,3,3,1,4,2,4,2,2,2,2,1,Neutral or Dissatisfied,short distance,3,4,yes,3,4
87861,Male,23,Returning,Economy,214,0,0,2,3,2,3,3,3,5,1,5,5,4,5,4,Neutral or Dissatisfied,short distance,4,4,yes,5,5
87862,Female,52,Returning,Economy,214,1,6,0,0,5,4,2,5,5,0,5,2,5,5,5,Neutral or Dissatisfied,short distance,3,1,no,3,1
87863,Female,49,Returning,Economy,143,0,0,3,2,3,5,5,3,1,2,3,3,3,3,3,Neutral or Dissatisfied,short distance,3,2,yes,4,2
87864,Female,47,Returning,Economy,214,0,0,3,0,2,4,4,2,3,0,1,2,2,2,2,Neutral or Dissatisfied,short distance,1,1,no,2,3
87865,Male,19,Returning,Economy,214,0,0,0,0,3,0,4,4,1,4,1,1,5,1,5,Neutral or Dissatisfied,short distance,1,1,no,5,4
87866,Female,39,Returning,Economy,214,0,0,1,3,4,3,2,4,4,4,4,4,2,4,2,Neutral or Dissatisfied,short distance,2,2,no,3,1
87867,Female,40,Returning,Business,2269,0,0,5,3,3,5,3,5,4,5,5,3,5,5,4,Satisfied,long distance,0,2,no,2,2
87868,Female,44,First-time,Business,214,0,0,5,5,4,5,4,3,3,5,3,3,4,3,5,Satisfied,short distance,0,3,no,3,2
87869,Female,48,Returning,Business,2683,0,0,2,2,5,4,2,5,5,5,4,4,5,5,5,Satisfied,long distance,3,3,yes,3,3
87870,Male,35,Returning,Business,2173,0,0,3,3,4,4,3,5,4,5,3,5,5,5,5,Satisfied,long distance,4,5,yes,4,3
87871,Male,57,Returning,Business,3739,0,7,4,4,3,4,4,4,5,4,3,3,4,4,5,Satisfied,long distance,0,3,no,2,3
87873,Female,26,First-time,Business,214,0,1,5,5,4,5,3,4,4,4,4,4,5,4,4,Satisfied,short distance,5,3,yes,5,4
87876,Female,56,Returning,Business,214,4,5,3,3,3,5,3,4,4,4,3,5,4,4,5,Satisfied,short distance,1,0,no,3,1
87877,Male,39,Returning,Business,3089,0,0,2,2,4,5,2,4,5,4,5,4,4,4,4,Satisfied,long distance,1,1,no,2,1
87879,Female,49,Returning,Economy Plus,214,0,0,1,1,1,3,1,2,2,2,3,1,2,2,2,Neutral or Dissatisfied,short distance,0,5,yes,5,5
87880,Female,32,Returning,Economy Plus,214,0,0,3,0,2,0,2,5,3,1,3,3,1,3,4,Neutral or Dissatisfied,short distance,1,2,no,1,1
87882,Male,43,Returning,Economy Plus,214,0,4,3,2,2,2,2,3,5,5,5,5,4,5,5,Neutral or Dissatisfied,short distance,4,5,yes,5,5
87884,Female,49,Returning,Economy Plus,214,2,0,4,0,3,2,1,1,1,0,3,1,1,1,1,Neutral or Dissatisfied,short distance,4,4,yes,5,4
87885,Female,11,Returning,Economy Plus,143,0,0,2,0,2,0,4,2,3,1,3,3,4,3,3,Satisfied,short distance,1,2,no,1,2
87886,Female,44,Returning,Economy Plus,214,0,6,4,4,2,4,4,2,4,2,2,4,2,2,2,Neutral or Dissatisfied,short distance,2,2,yes,4,4
87887,Male,33,Returning,Economy Plus,214,0,0,0,0,2,0,4,1,2,1,2,2,4,2,3,Satisfied,short distance,0,1,no,1,1
87890,Male,53,Returning,Business,2349,0,0,2,2,4,5,2,4,5,4,3,3,4,4,4,Satisfied,long distance,5,4,yes,5,5
87891,Female,50,Returning,Business,2803,0,0,1,1,4,4,1,4,5,4,3,3,4,4,4,Satisfied,long distance,4,4,yes,5,5
87892,Male,26,First-time,Business,271,4,4,4,3,3,3,4,4,5,2,5,5,5,5,5,Neutral or Dissatisfied,short distance,4,5,yes,5,3
87893,Female,54,First-time,Business,250,0,4,5,5,4,5,4,4,4,2,4,4,5,4,5,Satisfied,short distance,3,4,no,4,2
87894,Male,46,Returning,Business,271,5,0,1,1,3,4,1,5,5,5,4,2,5,5,5,Satisfied,short distance,3,2,no,5,3
87896,Female,45,Returning,Business,646,0,0,4,4,5,4,4,5,4,5,5,2,5,5,5,Satisfied,short distance,1,0,no,2,1
87897,Male,34,First-time,Business,270,0,0,2,2,4,2,3,4,4,4,4,4,4,4,4,Neutral or Dissatisfied,short distance,0,1,no,1,1
87898,Female,37,Returning,Business,2957,0,0,3,3,5,5,3,3,4,4,5,2,3,3,3,Satisfied,long distance,0,0,yes,1,4
87900,Male,26,First-time,Business,594,0,0,2,2,5,2,1,5,3,5,4,4,5,4,4,Neutral or Dissatisfied,short distance,3,3,yes,5,5
87901,Female,55,Returning,Business,3569,6,3,1,1,4,4,1,5,5,5,5,4,5,5,5,Satisfied,long distance,1,2,no,2,2
87902,Female,49,Returning,Business,3235,0,0,4,4,4,4,4,3,4,4,3,5,3,3,3,Satisfied,long distance,5,4,yes,5,3
87903,Female,46,First-time,Business,406,0,0,4,4,4,4,3,5,1,3,1,1,5,1,5,Neutral or Dissatisfied,short distance,4,4,yes,5,5
